weight
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0
1.0
1.0
1.0
1.0
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.7137234033420556
0.7137234033420556
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.7137234033420556
0.7137234033420556
0.7137234033420556
0.7137234033420556
0.7137234033420556
1.0
1.0
1.0
1.0
1.0
1.0
0.7137234033420556
0.7137234033420556
1.0
1.0
1.0
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
0.7137234033420556
0.7137234033420556
0.7137234033420556
1.0
0.7137234033420556
0.7137234033420556
1.0
0.7137234033420556
0.7137234033420556
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0
1.0
1.0
1.0
1.0
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
0.7137234033420556
1.0
1.0
1.0
0.7137234033420556
0.7137234033420556
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.7137234033420556
0.7137234033420556
1.0
1.0
1.0
1.0
0.7137234033420556
0.7137234033420556
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.7137234033420556
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0
1.0
1.0
0.7137234033420556
1.0
1.0
1.0
1.0
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
1.0902417097356942
